[LIBGPUSPATIAL] [ 52915][11:00:16:949314][info  ] Initializing GpuSpatialRuntime on device 0, PTX root /mnt/data/sedona-db/target/release/build/sedona-libgpuspatial-49614f8a870dbe66/out/share/gpuspatial/shaders
[LIBGPUSPATIAL] [ 52915][11:00:41:749186][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 319896 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:41:753089][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.46 ms, Refine: 3.72 ms, Copy Results: 0.25 ms
[LIBGPUSPATIAL] [ 52915][11:00:41:849682][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 662983
[LIBGPUSPATIAL] [ 52915][11:00:41:850825][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 662983
[LIBGPUSPATIAL] [ 52915][11:00:41:850857][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.38 ms, Copy res: 0.92 ms
[LIBGPUSPATIAL] [ 52915][11:00:41:867523][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2740, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:41:867741][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 662983 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:41:873479][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.07 ms, Refine: 5.59 ms, Copy Results: 0.32 ms
[LIBGPUSPATIAL] [ 52915][11:00:41:959082][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 295844
[LIBGPUSPATIAL] [ 52915][11:00:41:959781][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12275, Results: 295844
[LIBGPUSPATIAL] [ 52915][11:00:41:959810][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.34 ms, Copy res: 0.50 ms
[LIBGPUSPATIAL] [ 52915][11:00:41:972916][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12275, Loaded 2394, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:41:973046][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 295844 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:41:976543][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.63 ms, Refine: 3.34 ms, Copy Results: 0.24 ms
Run # 4
┌───────────────────┬──────────────────────────────────────────────────────────────────────────────┐
│     plan_type     ┆                                     plan                                     │
│        utf8       ┆                                     utf8                                     │
╞═══════════════════╪══════════════════════════════════════════════════════════════════════════════╡
│ Plan with Metrics ┆ ProjectionExec: expr=[count(Int64(1))@0 as cross_zone_trip_count], metrics=[ │
│                   ┆ output_rows=1, elapsed_compute=1.071µs, output_bytes=8.0 B]                  │
│                   ┆   AggregateExec: mode=Single, gby=[], aggr=[count(Int64(1))], metrics=[outpu │
│                   ┆ t_rows=1, elapsed_compute=140.885µs, output_bytes=8.0 B]                     │
│                   ┆     ProjectionExec: expr=[], metrics=[output_rows=176391, elapsed_compute=14 │
│                   ┆ .742µs, output_bytes=0.0 B]                                                  │
│                   ┆       SpatialJoinExec: join_type=Inner, on=ST_within(dropoff_geom@0, geom@1) │
│                   ┆ , filter=z_zonekey@0 != z_zonekey@1, metrics=[output_rows=176391, spill_coun │
│                   ┆ t=0, spilled_bytes=0.0 B, spilled_rows=0, build_input_batches=22, build_inpu │
│                   ┆ t_rows=3057046, join_result_candidates=6384310, join_result_count=3062667, o │
│                   ┆ utput_batches=24, probe_input_batches=12, probe_input_rows=156095, build_inp │
│                   ┆ ut_total_size_bytes=483013444, build_mem_used=483013444, execution_mode=1, r │
│                   ┆ efiner_mem_used=0, build_input_collection_time=407.559662ms, build_time=110. │
│                   ┆ 874422ms, join_time=926.331543ms, partition_probe_time=1ns]                  │
│                   ┆         SpatialJoinExec: join_type=Inner, on=ST_within(pickup_geom@0, geom@1 │
│                   ┆ ), projection=[dropoff_geom@1, z_zonekey@2], metrics=[output_rows=3057046, s │
│                   ┆ pill_count=0, spilled_bytes=0.0 B, spilled_rows=0, build_input_batches=4, bu │
│                   ┆ ild_input_rows=6000000, join_result_candidates=7297793, join_result_count=30 │
│                   ┆ 57046, output_batches=22, probe_input_batches=12, probe_input_rows=156095, b │
│                   ┆ uild_input_total_size_bytes=1122000032, build_mem_used=1122000032, execution │
│                   ┆ _mode=1, refiner_mem_used=0, build_input_collection_time=674.808229ms, build │
│                   ┆ _time=203.777994ms, join_time=1.222910823s, partition_probe_time=1ns]        │
│                   ┆           ProjectionExec: expr=[st_geomfromwkb(t_pickuploc@0) as pickup_geom │
│                   ┆ , st_geomfromwkb(t_dropoffloc@1) as dropoff_geom], metrics=[output_rows=6000 │
│                   ┆ 000, elapsed_compute=211.63556ms, output_bytes=542.1 MB]                     │
│                   ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialb │
│                   ┆ ench/paper/benchmark-data-sf1/trip/trip.1.parquet:0..182361649, mnt/data/sed │
│                   ┆ ona-spatialbench/paper/benchmark-data-sf1/trip/trip.2.parquet:0..182311531]] │
│                   ┆ }, projection=[t_pickuploc, t_dropoffloc], file_type=parquet, metrics=[outpu │
│                   ┆ t_rows=6000000, elapsed_compute=1ns, output_bytes=542.1 MB, files_ranges_pru │
│                   ┆ ned_statistics=2 total → 2 matched, row_groups_pruned_statistics=4 total → 4 │
│                   ┆  matched, row_groups_pruned_bloom_filter=4 total → 4 matched, page_index_row │
│                   ┆ s_pruned=0 total → 0 matched, batches_split=0, bytes_scanned=209738293, file │
│                   ┆ _open_errors=0, file_scan_errors=0, num_predicate_creation_errors=0, predica │
│                   ┆ te_cache_inner_records=0, predicate_cache_records=0, predicate_evaluation_er │
│                   ┆ rors=0, pushdown_rows_matched=0, pushdown_rows_pruned=0, bloom_filter_eval_t │
│                   ┆ ime=4ns, metadata_load_time=372.746µs, page_index_eval_time=4ns, row_pushdow │
│                   ┆ n_eval_time=4ns, statistics_eval_time=4ns, time_elapsed_opening=231.349µs, t │
│                   ┆ ime_elapsed_processing=253.741447ms, time_elapsed_scanning_total=1.164290903 │
│                   ┆ s, time_elapsed_scanning_until_data=115.761532ms]                            │
│                   ┆           ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_b │
│                   ┆ oundary@1) as geom], metrics=[output_rows=156095, elapsed_compute=27.503508m │
│                   ┆ s, output_bytes=1338.5 MB]                                                   │
│                   ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialb │
│                   ┆ ench/paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbe │
│                   ┆ nch/paper/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialben │
│                   ┆ ch/paper/benchmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbenc │
│                   ┆ h/paper/benchmark-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench │
│                   ┆ /paper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey │
│                   ┆ , z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compu │
│                   ┆ te=1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 m │
│                   ┆ atched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_prune │
│                   ┆ d_bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 mat │
│                   ┆ ched, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_sc │
│                   ┆ an_errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records= │
│                   ┆ 0, predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_m │
│                   ┆ atched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load │
│                   ┆ _time=1.949563ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, st │
│                   ┆ atistics_eval_time=12ns, time_elapsed_opening=298.732µs, time_elapsed_proces │
│                   ┆ sing=420.239358ms, time_elapsed_scanning_total=2.294620722s, time_elapsed_sc │
│                   ┆ anning_until_data=350.026711ms]                                              │
│                   ┆         ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_bou │
│                   ┆ ndary@1) as geom], metrics=[output_rows=156095, elapsed_compute=27.971155ms, │
│                   ┆  output_bytes=1338.5 MB]                                                     │
│                   ┆           DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialben │
│                   ┆ ch/paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbenc │
│                   ┆ h/paper/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialbench │
│                   ┆ /paper/benchmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbench/ │
│                   ┆ paper/benchmark-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench/p │
│                   ┆ aper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey,  │
│                   ┆ z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compute │
│                   ┆ =1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 mat │
│                   ┆ ched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_pruned_ │
│                   ┆ bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 match │
│                   ┆ ed, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_scan │
│                   ┆ _errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records=0, │
│                   ┆  predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_mat │
│                   ┆ ched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load_t │
│                   ┆ ime=1.951403ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, stat │
│                   ┆ istics_eval_time=12ns, time_elapsed_opening=478.42µs, time_elapsed_processin │
│                   ┆ g=308.121172ms, time_elapsed_scanning_total=1.480269619s, time_elapsed_scann │
│                   ┆ ing_until_data=298.958902ms]                                                 │
│                   ┆                                                                              │
└───────────────────┴──────────────────────────────────────────────────────────────────────────────┘
[LIBGPUSPATIAL] [ 52915][11:00:43:188400][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52915][11:00:43:188694][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52915][11:00:43:369487][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 105.17 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52915][11:00:43:369520][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:43:369535][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 6000000
[LIBGPUSPATIAL] [ 52915][11:00:43:379784][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:43:379810][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 7.35 ms, FinishBuilding: 2.91 ms
[LIBGPUSPATIAL] [ 52920][11:00:43:474993][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 325005
[LIBGPUSPATIAL] [ 52920][11:00:43:475917][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 325005
[LIBGPUSPATIAL] [ 52920][11:00:43:475945][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.11 ms, Prepare: 0.49 ms, RT: 0.74 ms, Copy res: 0.52 ms
[LIBGPUSPATIAL] [ 52920][11:00:43:491184][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2689, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:43:491309][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 325005 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:43:496587][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.94 ms, Refine: 5.09 ms, Copy Results: 0.28 ms
[LIBGPUSPATIAL] [ 52920][11:00:43:642431][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 6 MB, capacity 815600
[LIBGPUSPATIAL] [ 52920][11:00:43:643929][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 815600
[LIBGPUSPATIAL] [ 52920][11:00:43:643972][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.46 ms, RT: 0.74 ms, Copy res: 1.10 ms
[LIBGPUSPATIAL] [ 52920][11:00:43:658683][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2431, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:43:658977][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 815600 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:43:664829][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.23 ms, Refine: 5.68 ms, Copy Results: 0.43 ms
[LIBGPUSPATIAL] [ 52920][11:00:43:897379][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 617528
[LIBGPUSPATIAL] [ 52920][11:00:43:898674][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 617528
[LIBGPUSPATIAL] [ 52920][11:00:43:898704][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.48 ms, RT: 0.79 ms, Copy res: 0.87 ms
[LIBGPUSPATIAL] [ 52920][11:00:43:918019][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2756, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:43:918226][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 617528 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:43:926390][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.93 ms, Refine: 7.97 ms, Copy Results: 0.36 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:086504][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 508540
[LIBGPUSPATIAL] [ 52920][11:00:44:087684][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 508540
[LIBGPUSPATIAL] [ 52920][11:00:44:087713][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.46 ms, RT: 0.80 ms, Copy res: 0.75 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:101424][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2527, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:44:101583][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 508540 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:44:109935][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.50 ms, Refine: 8.17 ms, Copy Results: 0.30 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:282117][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 523852
[LIBGPUSPATIAL] [ 52920][11:00:44:283312][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 523852
[LIBGPUSPATIAL] [ 52920][11:00:44:283340][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.77 ms, Copy res: 0.77 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:300233][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2832, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:44:300403][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 523852 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:44:306103][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.92 ms, Refine: 5.45 ms, Copy Results: 0.38 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:501103][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 11 MB, capacity 1495810
[LIBGPUSPATIAL] [ 52920][11:00:44:503474][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 1495810
[LIBGPUSPATIAL] [ 52920][11:00:44:503505][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.94 ms, Copy res: 1.87 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:523016][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2372, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:44:523501][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 1495810 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:44:551505][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.83 ms, Refine: 28.00 ms, Copy Results: 0.44 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:790645][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 657192
[LIBGPUSPATIAL] [ 52920][11:00:44:791927][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 657192
[LIBGPUSPATIAL] [ 52920][11:00:44:791971][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.74 ms, Copy res: 0.88 ms
[LIBGPUSPATIAL] [ 52920][11:00:44:807997][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2770, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:44:808208][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 657192 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:44:813531][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.44 ms, Refine: 5.05 ms, Copy Results: 0.45 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:041274][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 291001
[LIBGPUSPATIAL] [ 52920][11:00:45:042148][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 291001
[LIBGPUSPATIAL] [ 52920][11:00:45:042174][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.46 ms, RT: 0.73 ms, Copy res: 0.48 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:056465][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2493, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:45:056567][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 291001 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:45:062019][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.14 ms, Refine: 5.30 ms, Copy Results: 0.21 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:185786][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 633984
[LIBGPUSPATIAL] [ 52920][11:00:45:187083][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 633984
[LIBGPUSPATIAL] [ 52920][11:00:45:187111][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.49 ms, RT: 0.80 ms, Copy res: 0.87 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:205422][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2783, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:45:205636][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 633984 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:45:213051][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.49 ms, Refine: 7.33 ms, Copy Results: 0.26 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:351048][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 372024
[LIBGPUSPATIAL] [ 52920][11:00:45:352030][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 372024
[LIBGPUSPATIAL] [ 52920][11:00:45:352059][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.74 ms, Copy res: 0.58 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:367529][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2500, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:45:367665][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 372024 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:45:372153][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.65 ms, Refine: 4.34 ms, Copy Results: 0.23 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:514303][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 730220
[LIBGPUSPATIAL] [ 52920][11:00:45:515696][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 730220
[LIBGPUSPATIAL] [ 52920][11:00:45:515726][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.46 ms, RT: 0.79 ms, Copy res: 0.97 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:532630][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2791, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:45:532850][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 730220 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:45:539367][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.16 ms, Refine: 6.37 ms, Copy Results: 0.32 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:689084][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 327037
[LIBGPUSPATIAL] [ 52920][11:00:45:690014][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12275, Results: 327037
[LIBGPUSPATIAL] [ 52920][11:00:45:690041][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.48 ms, RT: 0.73 ms, Copy res: 0.54 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:703581][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12275, Loaded 2420, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:45:703690][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 327037 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:45:707512][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.28 ms, Refine: 3.66 ms, Copy Results: 0.23 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:770620][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52920][11:00:45:770898][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52920][11:00:45:864603][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 48.48 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52920][11:00:45:864634][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 3057046
[LIBGPUSPATIAL] [ 52920][11:00:45:864649][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 3057046
[LIBGPUSPATIAL] [ 52920][11:00:45:870148][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 3057046
[LIBGPUSPATIAL] [ 52920][11:00:45:870175][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 3.78 ms, FinishBuilding: 1.73 ms
